#creator_id: "https://orcid.org/0000-0001-5705-7831"
#curie_map:
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  CHEMBL.COMPOUND: "https://www.ebi.ac.uk/chembl/compound/inspect/"
#  DRUGBANK: "http://www.drugbank.ca/drugs/"
#  DrugCentral: "https://drugcentral.org/drugcard/"
#  pharmgkb.drug: "http://www.pharmgkb.org/drug/"
#  ttd.drug: "http://bidd.nus.edu.sg/group/TTD/ZFTTDDRUG.asp?ID="
#  skos: "http://www.w3.org/2004/02/skos/core"
#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_provider: "https://unmtid-shinyapps.net/download/drugcentral.dump.010_05_2021.sql.gz"
subject_id	predicate_id	object_id	match_type	subject_label	object_label	comment
CHEBI:135012	skos:exactMatch	DrugCentral:430	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135123	skos:exactMatch	DrugCentral:433	Lexical		bupranolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135083	skos:exactMatch	DrugCentral:630	Lexical		cibenzoline	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135078	skos:exactMatch	DrugCentral:634	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135459	skos:exactMatch	DrugCentral:3912	Lexical		clorotepine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135609	skos:exactMatch	DrugCentral:1347	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134796	skos:exactMatch	DrugCentral:1100	Lexical		etilamfetamine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134857	skos:exactMatch	DrugCentral:3208	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135174	skos:exactMatch	DrugCentral:1114	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:94434	skos:exactMatch	DrugCentral:1148	Lexical		fendiline	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:5747	skos:exactMatch	DrugCentral:1379	Lexical		homatropine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134999	skos:exactMatch	DrugCentral:3297	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:5894	skos:exactMatch	DrugCentral:1435	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135849	skos:exactMatch	DrugCentral:1631	Lexical		manidipine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135082	skos:exactMatch	DrugCentral:1697	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:91484	skos:exactMatch	DrugCentral:1706	Lexical		meptazinol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:6846	skos:exactMatch	DrugCentral:1758	Lexical		methsuximide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135005	skos:exactMatch	DrugCentral:1808	Lexical		milnacipran	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:6965	skos:exactMatch	DrugCentral:1830	Lexical		molindone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134974	skos:exactMatch	DrugCentral:1839	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:7550	skos:exactMatch	DrugCentral:1909	Lexical	2-[benzyl(methyl)amino]ethyl methyl (4RS)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	nicardipine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:91704	skos:exactMatch	DrugCentral:2027	Lexical		oxprenolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134798	skos:exactMatch	DrugCentral:3463	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:91706	skos:exactMatch	DrugCentral:2173	Lexical		pinacidil	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8245	skos:exactMatch	DrugCentral:2199	Lexical		pirbuterol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:91583	skos:exactMatch	DrugCentral:2241	Lexical		praziquantel	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135209	skos:exactMatch	DrugCentral:2273	Lexical		procaterol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8463	skos:exactMatch	DrugCentral:2289	Lexical		pronetalol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:94440	skos:exactMatch	DrugCentral:2383	Lexical		rimantadine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135266	skos:exactMatch	DrugCentral:2404	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:9137	skos:exactMatch	DrugCentral:2440	Lexical	1-[1-(4-chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine	sibutramine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:9356	skos:exactMatch	DrugCentral:2541	Lexical		sultopride	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135533	skos:exactMatch	DrugCentral:2557	Lexical		talinolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135580	skos:exactMatch	DrugCentral:2619	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:32229	skos:exactMatch	DrugCentral:2676	Lexical		tiopronin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:93835	skos:exactMatch	DrugCentral:2703	Lexical		tolperisone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:94458	skos:exactMatch	DrugCentral:2748	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:93856	skos:exactMatch	DrugCentral:2782	Lexical		tulobuterol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135600	skos:exactMatch	DrugCentral:2814	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:28918	skos:exactMatch	DrugCentral:1028	Lexical	4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol	epinephrine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:10304	skos:exactMatch	DrugCentral:4482	Lexical		corbadrine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:125	skos:exactMatch	DrugCentral:4619	Lexical		levomenol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31556	skos:exactMatch	DrugCentral:4702	Lexical	2-[4-({(2S)2-hydroxy-3-[(propan-2-yl)amino]propyl}oxy)phenyl]acetamide	esatenolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:17486	skos:exactMatch	DrugCentral:1402	Lexical	(3-endo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl (2S)-3-hydroxy-2-phenylpropanoate	hyoscyamine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:59254	skos:exactMatch	DrugCentral:4752	Lexical	(2S)-1-{4-[2-(cyclopropylmethoxy)ethyl]phenoxy}-3-(propan-2-ylamino)propan-2-ol	levobetaxolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:3242	skos:exactMatch	DrugCentral:454	Lexical	17-(cyclobutylmethyl)morphinan-3,14-diol	butorphanol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135510	skos:exactMatch	DrugCentral:462	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:16347	skos:exactMatch	DrugCentral:513	Lexical	(3R)-3-hydroxy-4-(trimethylammonio)butanoate	levocarnitine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4740	skos:exactMatch	DrugCentral:2824	Lexical		vinburnine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:16714	skos:exactMatch	DrugCentral:725	Lexical	3-methoxy-17-methyl-7,8-didehydro-4,5alpha-epoxymorphinan-6alpha-ol	codeine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:82722	skos:exactMatch	DrugCentral:1568	Lexical	(2S)-3-(4-phenylpiperazin-1-yl)propane-1,2-diol		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134944	skos:exactMatch	DrugCentral:1039	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:6794	skos:exactMatch	DrugCentral:1721	Lexical	3-[(1R,2S)-2-amino-1-hydroxypropyl]phenol	metaraminol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:42944	skos:exactMatch	DrugCentral:1272	Lexical	galanthamine	galantamine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135002	skos:exactMatch	DrugCentral:1483	Lexical		irofulven	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8093	skos:exactMatch	DrugCentral:2146	Lexical	3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol	phenylephrine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:15409	skos:exactMatch	DrugCentral:934	Lexical	(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexan-1-ol	levomenthol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134973	skos:exactMatch	DrugCentral:3981	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:7459	skos:exactMatch	DrugCentral:1878	Lexical	3,14-dihydroxy-17-(prop-2-en-1-yl)-4,5alpha-epoxymorphinan-6-one	naloxone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135777	skos:exactMatch	DrugCentral:5	Lexical	2-[benzyl(methyl)amino]ethyl methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	(S)-nicardipine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:17688	skos:exactMatch	DrugCentral:1920	Lexical	3-[(2S)-1-methylpyrrolidin-2-yl]pyridine	nicotine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135522	skos:exactMatch	DrugCentral:6	Lexical		(S)-nitrendipine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:18357	skos:exactMatch	DrugCentral:1960	Lexical	4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol	norepinephrine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:50275	skos:exactMatch	DrugCentral:1055	Lexical	5-methoxy-2-{(S)-[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole	esomeprazole	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:7865	skos:exactMatch	DrugCentral:2034	Lexical		oxymorphone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8391	skos:exactMatch	DrugCentral:2258	Lexical		prenalterol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135667	skos:exactMatch	DrugCentral:3522	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8746	skos:exactMatch	DrugCentral:1575	Lexical	4-[(1R)-2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol	levosalbutamol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:32128	skos:exactMatch	DrugCentral:3546	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:17924	skos:exactMatch	DrugCentral:2462	Lexical	D-glucitol		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:28827	skos:exactMatch	DrugCentral:2467	Lexical	sparteine		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:64119	skos:exactMatch	DrugCentral:1577	Lexical	N-{[(2S)-1-ethylpyrrolidin-2-yl]methyl}-2-methoxy-5-sulfamoylbenzamide	levosulpiride	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:127342	skos:exactMatch	DrugCentral:256	Lexical	(3R)-N-methyl-3-(2-methylphenoxy)-3-phenylpropan-1-amine	atomoxetine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:94559	skos:exactMatch	DrugCentral:1566	Lexical		levocetirizine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:136013	skos:exactMatch	DrugCentral:4641	Lexical		levmetamfetamine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134991	skos:exactMatch	DrugCentral:1251	Lexical		frovatriptan	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135931	skos:exactMatch	DrugCentral:4162	Lexical		dexlansoprazole	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:9586	skos:exactMatch	DrugCentral:2648	Lexical	(3R)-1-[4,4-bis(3-methyl-2-thienyl)but-3-en-1-yl]piperidine-3-carboxylic acid	tiagabine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:15671	skos:exactMatch	DrugCentral:2566	Lexical	(2R,3R)-2,3-dihydroxybutanedioic acid		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31995	skos:exactMatch	DrugCentral:2148	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:9435	skos:exactMatch	DrugCentral:2585	Lexical		temazepam	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:76154	skos:exactMatch	DrugCentral:1203	Lexical	(2S)-2-[2-(4-fluorophenyl)-1,3-benzoxazol-5-yl]propanoic acid		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8805	skos:exactMatch	DrugCentral:2366	Lexical		repaglinide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135351	skos:exactMatch	DrugCentral:2407	Lexical		rotigotine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:15729	skos:exactMatch	DrugCentral:3401	Lexical	L-ornithine	ornithine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:16977	skos:exactMatch	DrugCentral:4255	Lexical	L-alanine		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:39585	skos:exactMatch	DrugCentral:496	Lexical	(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid	carbidopa	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:68641	skos:exactMatch	DrugCentral:737	Lexical	(5S)-1-methyl-5-(pyridin-3-yl)pyrrolidin-2-one	cotinine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:36795	skos:exactMatch	DrugCentral:972	Lexical	(3S)-N-methyl-3-(naphthalen-1-yloxy)-3-(2-thienyl)propan-1-amine	duloxetine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:63598	skos:exactMatch	DrugCentral:1569	Lexical	(3S)-9-fluoro-3-methyl-10-(4-methylpiperazin-1-yl)-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid	levofloxacin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:92948	skos:exactMatch	DrugCentral:2365	Lexical		remoxipride	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:9599	skos:exactMatch	DrugCentral:4061	Lexical	(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol	timolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135461	skos:exactMatch	DrugCentral:2723	Lexical		tretoquinol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:17895	skos:exactMatch	DrugCentral:2786	Lexical	L-tyrosine	tyrosine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4877	skos:exactMatch	DrugCentral:1073	Lexical	(2S,2'S)-2,2'-(ethane-1,2-diyldiimino)dibutan-1-ol	ethambutol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135952	skos:exactMatch	DrugCentral:4342	Lexical		zucapsaicin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135821	skos:exactMatch	DrugCentral:2690	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134760	skos:exactMatch	DrugCentral:2085	Lexical	2,2-bis(hydroxymethyl)propane-1,3-diol		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:28794	skos:exactMatch	DrugCentral:738	Lexical	2H-chromen-2-one	coumarin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:8382	skos:exactMatch	DrugCentral:2253	Lexical	17,21-dihydroxypregna-1,4-diene-3,11,20-trione	prednisone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
